"Classification_ID","Run_ID","US_ID","Condition","Question_ID","Segment_ID","Question_Original","Gap_Normalized","Contextual_Category","Coverage","Functional_Relevance","Evidence","Justification","Judge_ID","Adjudication_Status"
"CLS0797","US19_CT_R5","US19","CT","Q03","S01","If the first waitlisted attendee is no longer eligible when a place becomes available, what should happen?","","","","","","","","Pending"
"CLS0798","US19_CT_R5","US19","CT","Q04","S01","Can an attendee rejoin the waitlist after their prior entry was removed, expired, or converted to enrollment?","","","","","","","","Pending"
"CLS0799","US19_CT_R5","US19","CT","Q05","S01","What should happen if an attendee accepts an offer within 24 hours but the place is no longer available?","","","","","","","","Pending"
"CLS0800","US19_CT_R5","US19","CT","Q06","S01","[NEEDS CLARIFICATION] When a waitlist offer expires or is declined, should the system automatically offer the place to the next eligible attendee?","","","","","","","","Pending"
"CLS0801","US19_CT_R5","US19","CT","Q07","S01","[NEEDS CLARIFICATION] How should waitlist order be resolved when two successful entries have the same timestamp?","","","","","","","","Pending"
"CLS0802","US19_CT_R5","US19","CT","Q08","S01","[NEEDS CLARIFICATION] If the first waitlisted attendee is no longer eligible when a place becomes available, what should happen?","","","","","","","","Pending"
"CLS0803","US19_CT_R5","US19","CT","Q09","S01","[NEEDS CLARIFICATION] Can an attendee rejoin the waitlist after their prior entry was removed, expired, or converted to enrollment?","","","","","","","","Pending"
"CLS0804","US19_CT_R5","US19","CT","Q10","S01","[NEEDS CLARIFICATION] What should happen if an attendee accepts an offer within 24 hours but the place is no longer available?","","","","","","","","Pending"
"CLS0805","US22_C0_R1","US22","C0","Q01","S01","What defines “sufficient profile and interaction history” for personalized recommendations?","","","","","","","","Pending"
"CLS0806","US22_C0_R1","US22","C0","Q02","S01","What criteria make content “eligible” for recommendation?","","","","","","","","Pending"
"CLS0807","US22_C0_R1","US22","C0","Q03","S01","How should similarity be weighted across declared interests, viewed content, saved content, and positive feedback?","","","","","","","","Pending"
"CLS0808","US22_C0_R1","US22","C0","Q04","S01","When interaction-history use is disabled, may declared interests still be used for recommendations?","","","","","","","","Pending"
"CLS0809","US22_C0_R1","US22","C0","Q05","S01","How should “popular eligible content” be determined for fallback recommendations?","","","","","","","","Pending"
"CLS0810","US22_C0_R1","US22","C0","Q06","S01","[NEEDS CLARIFICATION] What defines “sufficient profile and interaction history” for personalized recommendations?","","","","","","","","Pending"
"CLS0811","US22_C0_R1","US22","C0","Q07","S01","[NEEDS CLARIFICATION] What criteria make content “eligible” for recommendation?","","","","","","","","Pending"
"CLS0812","US22_C0_R1","US22","C0","Q08","S01","[NEEDS CLARIFICATION] How should similarity be weighted across declared interests, viewed content, saved content, and positive feedback?","","","","","","","","Pending"
"CLS0813","US22_C0_R1","US22","C0","Q09","S01","[NEEDS CLARIFICATION] When interaction-history use is disabled, may declared interests still be used for recommendations?","","","","","","","","Pending"
"CLS0814","US22_C0_R1","US22","C0","Q10","S01","[NEEDS CLARIFICATION] How should “popular eligible content” be determined for fallback recommendations?","","","","","","","","Pending"
"CLS0815","US22_C0_R2","US22","C0","Q01","S01","What defines “sufficient profile and interaction history” for personalized recommendations?","","","","","","","","Pending"
"CLS0816","US22_C0_R2","US22","C0","Q02","S01","Which content interactions count as “positive feedback” when calculating similarity?","","","","","","","","Pending"
"CLS0817","US22_C0_R2","US22","C0","Q03","S01","What attributes make a content item “eligible” for recommendation?","","","","","","","","Pending"
"CLS0818","US22_C0_R2","US22","C0","Q04","S01","How should “popular eligible content” be ranked for fallback recommendations?","","","","","","","","Pending"
"CLS0819","US22_C0_R2","US22","C0","Q05","S01","When no eligible recommendations are available, what user-visible state should be communicated?","","","","","","","","Pending"
"CLS0820","US22_C0_R2","US22","C0","Q06","S01","[NEEDS CLARIFICATION] What defines “sufficient profile and interaction history” for personalized recommendations?","","","","","","","","Pending"
"CLS0821","US22_C0_R2","US22","C0","Q07","S01","[NEEDS CLARIFICATION] Which content interactions count as “positive feedback” when calculating similarity?","","","","","","","","Pending"
"CLS0822","US22_C0_R2","US22","C0","Q08","S01","[NEEDS CLARIFICATION] What attributes make a content item “eligible” for recommendation?","","","","","","","","Pending"
"CLS0823","US22_C0_R2","US22","C0","Q09","S01","[NEEDS CLARIFICATION] How should “popular eligible content” be ranked for fallback recommendations?","","","","","","","","Pending"
"CLS0824","US22_C0_R2","US22","C0","Q10","S01","[NEEDS CLARIFICATION] When no eligible recommendations are available, what user-visible state should be communicated?","","","","","","","","Pending"
"CLS0825","US22_C0_R3","US22","C0","Q01","S01","What threshold defines “sufficient profile and interaction history” for personalized recommendations?","","","","","","","","Pending"
"CLS0826","US22_C0_R3","US22","C0","Q02","S01","When interaction-history use is disabled, may declared interests still be used for personalization?","","","","","","","","Pending"
"CLS0827","US22_C0_R3","US22","C0","Q03","S01","What makes content “eligible” for recommendation?","","","","","","","","Pending"
"CLS0828","US22_C0_R3","US22","C0","Q04","S01","How should “popular content” be determined for fallback recommendations?","","","","","","","","Pending"
"CLS0829","US22_C0_R3","US22","C0","Q05","S01","Which similar-profile interactions should generate candidate content recommendations?","","","","","","","","Pending"
"CLS0830","US22_C0_R3","US22","C0","Q06","S01","[NEEDS CLARIFICATION] What threshold defines “sufficient profile and interaction history” for personalized recommendations?","","","","","","","","Pending"
"CLS0831","US22_C0_R3","US22","C0","Q07","S01","[NEEDS CLARIFICATION] When interaction-history use is disabled, may declared interests still be used for personalization?","","","","","","","","Pending"
"CLS0832","US22_C0_R3","US22","C0","Q08","S01","[NEEDS CLARIFICATION] What makes content “eligible” for recommendation?","","","","","","","","Pending"
"CLS0833","US22_C0_R3","US22","C0","Q09","S01","[NEEDS CLARIFICATION] How should “popular content” be determined for fallback recommendations?","","","","","","","","Pending"
"CLS0834","US22_C0_R3","US22","C0","Q10","S01","[NEEDS CLARIFICATION] Which similar-profile interactions should generate candidate content recommendations?","","","","","","","","Pending"
"CLS0835","US22_C0_R4","US22","C0","Q01","S01","What minimum data makes a user eligible for personalized similar-profile recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0836","US22_C0_R4","US22","C0","Q02","S01","What content qualifies as “eligible content” for recommendation? Answer in <=5 words.","","","","","","","","Pending"
"CLS0837","US22_C0_R4","US22","C0","Q03","S01","How should non-personalized popular fallback content be ranked?","","","","","","","","Pending"
"CLS0838","US22_C0_R4","US22","C0","Q04","S01","When a user disables interaction-history use, may their history still influence recommendations for other users?","","","","","","","","Pending"
"CLS0839","US22_C0_R4","US22","C0","Q05","S01","What should be communicated when no eligible recommendations are available? Answer in <=5 words.","","","","","","","","Pending"
"CLS0840","US22_C0_R4","US22","C0","Q06","S01","[NEEDS CLARIFICATION] How should non-personalized popular fallback content be ranked?","","","","","","","","Pending"
"CLS0841","US22_C0_R4","US22","C0","Q07","S01","[NEEDS CLARIFICATION] When a user disables interaction-history use, may their history still influence recommendations for other users?","","","","","","","","Pending"
"CLS0842","US22_C0_R5","US22","C0","Q01","S01","What minimum profile/history signal qualifies a user for personalized similar-profile recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0843","US22_C0_R5","US22","C0","Q02","S01","When history use is disabled, may recommendations still use declared interests? Options: A) declared interests allowed, B) no personalization signals, C) user configurable.","","","","","","","","Pending"
"CLS0844","US22_C0_R5","US22","C0","Q03","S01","What makes content “eligible” for recommendation beyond not being dismissed? Answer in <=5 words.","","","","","","","","Pending"
"CLS0845","US22_C0_R5","US22","C0","Q04","S01","How should similarity signals be prioritized or weighted across shared interests, viewed content, saved content, and positive feedback? Answer in <=5 words.","","","","","","","","Pending"
"CLS0846","US22_C0_R5","US22","C0","Q05","S01","How is “popular eligible content” determined for fallback recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0847","US22_CD_R1","US22","CD","Q01","S01","What qualifies as “sufficient history” for personalized recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0848","US22_CD_R1","US22","CD","Q02","S01","When interaction-history use is disabled, may declared interests still be used for personalization? Answer: Yes/No.","","","","","","","","Pending"
"CLS0849","US22_CD_R1","US22","CD","Q03","S01","How should “popular eligible content” be ranked for fallback recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0850","US22_CD_R1","US22","CD","Q04","S01","What makes catalog content “eligible” for recommendation? Answer in <=5 words.","","","","","","","","Pending"
"CLS0851","US22_CD_R1","US22","CD","Q05","S01","What user-facing state should appear when no eligible recommendations are available? Answer in <=5 words.","","","","","","","","Pending"
"CLS0852","US22_CD_R2","US22","CD","Q01","S01","What threshold defines “sufficient profile and interaction history” for personalized recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0853","US22_CD_R2","US22","CD","Q02","S01","What criteria make content “eligible” for recommendation? Answer in <=5 words.","","","","","","","","Pending"
"CLS0854","US22_CD_R2","US22","CD","Q03","S01","How should “popular eligible content” be determined for fallback recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0855","US22_CD_R2","US22","CD","Q04","S01","When a user disables interaction-history use, should their history be excluded only from recommendations for them, or also from similarity calculations for other users? Answer: “self only” or “all use”.","","","","","","","","Pending"
"CLS0856","US22_CD_R2","US22","CD","Q05","S01","What should the system return when no eligible recommendations exist: empty list, explicit message, or both?","","","","","","","","Pending"
"CLS0857","US22_CD_R2","US22","CD","Q06","S01","[NEEDS CLARIFICATION] What should the system return when no eligible recommendations exist: empty list, explicit message, or both?","","","","","","","","Pending"
"CLS0858","US22_CD_R3","US22","CD","Q01","S01","What qualifies as “sufficient profile and interaction history” for personalized recommendations? Answer in <=5 words or define a threshold.","","","","","","","","Pending"
"CLS0859","US22_CD_R3","US22","CD","Q02","S01","When personalization is disabled, may declared interests still be used, or must all user-specific personalization be disabled? Options: A) declared interests allowed B) no user-specific signals.","","","","","","","","Pending"
"CLS0860","US22_CD_R3","US22","CD","Q03","S01","How should “popular eligible content” be determined for fallback recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0861","US22_CD_R3","US22","CD","Q04","S01","What makes content “eligible” for recommendation beyond not being dismissed? Answer in <=5 words.","","","","","","","","Pending"
"CLS0862","US22_CD_R3","US22","CD","Q05","S01","What user-visible result should be shown when no eligible recommendations are available? Answer in <=5 words.","","","","","","","","Pending"
"CLS0863","US22_CD_R4","US22","CD","Q01","S01","What exact threshold defines “sufficient history” for personalized recommendations: minimum declared interests, minimum interactions, both, or another rule?","","","","","","","","Pending"
"CLS0864","US22_CD_R4","US22","CD","Q02","S01","When fallback recommendations are used, how should “popular eligible content” be determined: recent views, saves, positive feedback, overall engagement, or another popularity metric?","","","","","","","","Pending"
"CLS0865","US22_CD_R4","US22","CD","Q03","S01","Besides dismissed content, should recommendations exclude content the user has already viewed, saved, or positively rated?","","","","","","","","Pending"
"CLS0866","US22_CD_R4","US22","CD","Q04","S01","If a user disables interaction-history use, may the system still personalize recommendations using declared interests, or must all recommendations become non-personalized?","","","","","","","","Pending"
"CLS0867","US22_CD_R4","US22","CD","Q05","S01","How should ties or ranking weights be handled across shared interests, viewed content, saved content, and positive feedback when calculating similar-profile recommendations?","","","","","","","","Pending"
"CLS0868","US22_CD_R4","US22","CD","Q06","S01","[NEEDS CLARIFICATION] What exact threshold defines “sufficient history” for personalized recommendations: minimum declared interests, minimum interactions, both, or another rule?","","","","","","","","Pending"
"CLS0869","US22_CD_R4","US22","CD","Q07","S01","[NEEDS CLARIFICATION] When fallback recommendations are used, how should “popular eligible content” be determined: recent views, saves, positive feedback, overall engagement, or another popularity metric?","","","","","","","","Pending"
"CLS0870","US22_CD_R4","US22","CD","Q08","S01","[NEEDS CLARIFICATION] Besides dismissed content, should recommendations exclude content the user has already viewed, saved, or positively rated?","","","","","","","","Pending"
"CLS0871","US22_CD_R4","US22","CD","Q09","S01","[NEEDS CLARIFICATION] If a user disables interaction-history use, may the system still personalize recommendations using declared interests, or must all recommendations become non-personalized?","","","","","","","","Pending"
"CLS0872","US22_CD_R4","US22","CD","Q10","S01","[NEEDS CLARIFICATION] How should ties or ranking weights be handled across shared interests, viewed content, saved content, and positive feedback when calculating similar-profile recommendations?","","","","","","","","Pending"
"CLS0873","US22_CD_R5","US22","CD","Q01","S01","What exact threshold defines “sufficient profile and interaction history” for personalized recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0874","US22_CD_R5","US22","CD","Q02","S01","What makes content “eligible” for recommendation beyond not being dismissed? Answer in <=5 words.","","","","","","","","Pending"
"CLS0875","US22_CD_R5","US22","CD","Q03","S01","How should “popular eligible content” be determined for fallback recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0876","US22_CD_R5","US22","CD","Q04","S01","When a user disables interaction-history use, should their history also be excluded from similarity calculations for recommending content to other users? Answer: Yes/No.","","","","","","","","Pending"
"CLS0877","US22_CD_R5","US22","CD","Q05","S01","What should the system return when no eligible recommendations are available: empty list, explanatory message, or both?","","","","","","","","Pending"
"CLS0878","US22_CD_R5","US22","CD","Q06","S01","[NEEDS CLARIFICATION] What should the system return when no eligible recommendations are available: empty list, explanatory message, or both?","","","","","","","","Pending"
"CLS0879","US22_CL_R1","US22","CL","Q01","S01","What defines “sufficient profile and interaction history” for personalized recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0880","US22_CL_R1","US22","CL","Q02","S01","When a user disables interaction-history use, may recommendations still use their declared interests?","","","","","","","","Pending"
"CLS0881","US22_CL_R1","US22","CL","Q03","S01","How should non-personalized popular fallback content be ranked?","","","","","","","","Pending"
"CLS0882","US22_CL_R1","US22","CL","Q04","S01","What makes content “eligible” for recommendation beyond not being dismissed? Answer in <=5 words.","","","","","","","","Pending"
"CLS0883","US22_CL_R1","US22","CL","Q05","S01","What should be communicated when no eligible recommendations are available? Answer in <=5 words.","","","","","","","","Pending"
"CLS0884","US22_CL_R1","US22","CL","Q06","S01","[NEEDS CLARIFICATION] When a user disables interaction-history use, may recommendations still use their declared interests?","","","","","","","","Pending"
"CLS0885","US22_CL_R1","US22","CL","Q07","S01","[NEEDS CLARIFICATION] How should non-personalized popular fallback content be ranked?","","","","","","","","Pending"
"CLS0886","US22_CL_R2","US22","CL","Q01","S01","What threshold defines “sufficient profile and interaction history” for personalized recommendations?","","","","","","","","Pending"
"CLS0887","US22_CL_R2","US22","CL","Q02","S01","When interaction-history use is disabled, may declared interests still be used for recommendations?","","","","","","","","Pending"
"CLS0888","US22_CL_R2","US22","CL","Q03","S01","What makes a content item “eligible” for recommendation?","","","","","","","","Pending"
"CLS0889","US22_CL_R2","US22","CL","Q04","S01","How should similarity ranking prioritize shared interests versus interaction patterns?","","","","","","","","Pending"
"CLS0890","US22_CL_R2","US22","CL","Q05","S01","How should “popular eligible content” be determined for fallback recommendations?","","","","","","","","Pending"
"CLS0891","US22_CL_R2","US22","CL","Q06","S01","[NEEDS CLARIFICATION] What threshold defines “sufficient profile and interaction history” for personalized recommendations?","","","","","","","","Pending"
"CLS0892","US22_CL_R2","US22","CL","Q07","S01","[NEEDS CLARIFICATION] When interaction-history use is disabled, may declared interests still be used for recommendations?","","","","","","","","Pending"
"CLS0893","US22_CL_R2","US22","CL","Q08","S01","[NEEDS CLARIFICATION] What makes a content item “eligible” for recommendation?","","","","","","","","Pending"
"CLS0894","US22_CL_R2","US22","CL","Q09","S01","[NEEDS CLARIFICATION] How should similarity ranking prioritize shared interests versus interaction patterns?","","","","","","","","Pending"
"CLS0895","US22_CL_R2","US22","CL","Q10","S01","[NEEDS CLARIFICATION] How should “popular eligible content” be determined for fallback recommendations?","","","","","","","","Pending"
"CLS0896","US22_CL_R3","US22","CL","Q01","S01","What minimum data qualifies as “sufficient profile and interaction history” for personalized recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0897","US22_CL_R3","US22","CL","Q02","S01","How should similarity signals be prioritized when ranking recommendations: equal weight across interests/views/saves/positive feedback, or stronger weight for explicit signals such as saves and positive feedback?","","","","","","","","Pending"
"CLS0898","US22_CL_R3","US22","CL","Q03","S01","What makes a content item “eligible” for recommendation beyond not being dismissed? Answer in <=5 words.","","","","","","","","Pending"
"CLS0899","US22_CL_R3","US22","CL","Q04","S01","When a user disables interaction-history use, may declared interests still be used for personalization, or must all personalization be disabled?","","","","","","","","Pending"
"CLS0900","US22_CL_R3","US22","CL","Q05","S01","How is “popular eligible content” determined for fallback recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0901","US22_CL_R3","US22","CL","Q06","S01","[NEEDS CLARIFICATION] How should similarity signals be prioritized when ranking recommendations: equal weight across interests/views/saves/positive feedback, or stronger weight for explicit signals such as saves and positive feedback?","","","","","","","","Pending"
"CLS0902","US22_CL_R3","US22","CL","Q07","S01","[NEEDS CLARIFICATION] When a user disables interaction-history use, may declared interests still be used for personalization, or must all personalization be disabled?","","","","","","","","Pending"
"CLS0903","US22_CL_R4","US22","CL","Q01","S01","What minimum profile data qualifies a user as having “sufficient history” for personalized recommendations?","","","","","","","","Pending"
"CLS0904","US22_CL_R4","US22","CL","Q02","S01","What makes a content item “eligible” for recommendation beyond not being dismissed?","","","","","","","","Pending"
"CLS0905","US22_CL_R4","US22","CL","Q03","S01","How should similarity be calculated across declared interests, viewed content, saved content, and positive feedback?","","","","","","","","Pending"
"CLS0906","US22_CL_R4","US22","CL","Q04","S01","When a user disables interaction-history use, may declared interests still be used for personalization?","","","","","","","","Pending"
"CLS0907","US22_CL_R4","US22","CL","Q05","S01","How should non-personalized popular content be ranked?","","","","","","","","Pending"
"CLS0908","US22_CL_R4","US22","CL","Q06","S01","[NEEDS CLARIFICATION] What minimum profile data qualifies a user as having “sufficient history” for personalized recommendations?","","","","","","","","Pending"
"CLS0909","US22_CL_R4","US22","CL","Q07","S01","[NEEDS CLARIFICATION] What makes a content item “eligible” for recommendation beyond not being dismissed?","","","","","","","","Pending"
"CLS0910","US22_CL_R4","US22","CL","Q08","S01","[NEEDS CLARIFICATION] How should similarity be calculated across declared interests, viewed content, saved content, and positive feedback?","","","","","","","","Pending"
"CLS0911","US22_CL_R4","US22","CL","Q09","S01","[NEEDS CLARIFICATION] When a user disables interaction-history use, may declared interests still be used for personalization?","","","","","","","","Pending"
"CLS0912","US22_CL_R4","US22","CL","Q10","S01","[NEEDS CLARIFICATION] How should non-personalized popular content be ranked?","","","","","","","","Pending"
"CLS0913","US22_CL_R5","US22","CL","Q01","S01","What minimum declared-interest and interaction-history threshold qualifies a user for personalized similarity matching?","","","","","","","","Pending"
"CLS0914","US22_CL_R5","US22","CL","Q02","S01","When fallback recommendations are used, how is “popular eligible content” determined?","","","","","","","","Pending"
"CLS0915","US22_CL_R5","US22","CL","Q03","S01","What criteria make content eligible for recommendation from the catalog?","","","","","","","","Pending"
"CLS0916","US22_CL_R5","US22","CL","Q04","S01","When a user disables interaction-history use, should their history be excluded only for their own recommendations or also from similarity calculations for other users?","","","","","","","","Pending"
"CLS0917","US22_CL_R5","US22","CL","Q05","S01","Should content the user has already viewed, saved, or positively rated be excluded from future recommendations, or only dismissed content?","","","","","","","","Pending"
"CLS0918","US22_CL_R5","US22","CL","Q06","S01","[NEEDS CLARIFICATION] What minimum declared-interest and interaction-history threshold qualifies a user for personalized similarity matching?","","","","","","","","Pending"
"CLS0919","US22_CL_R5","US22","CL","Q07","S01","[NEEDS CLARIFICATION] When fallback recommendations are used, how is “popular eligible content” determined?","","","","","","","","Pending"
"CLS0920","US22_CL_R5","US22","CL","Q08","S01","[NEEDS CLARIFICATION] What criteria make content eligible for recommendation from the catalog?","","","","","","","","Pending"
"CLS0921","US22_CL_R5","US22","CL","Q09","S01","[NEEDS CLARIFICATION] When a user disables interaction-history use, should their history be excluded only for their own recommendations or also from similarity calculations for other users?","","","","","","","","Pending"
"CLS0922","US22_CL_R5","US22","CL","Q10","S01","[NEEDS CLARIFICATION] Should content the user has already viewed, saved, or positively rated be excluded from future recommendations, or only dismissed content?","","","","","","","","Pending"
"CLS0923","US22_CO_R1","US22","CO","Q01","S01","What defines “sufficient history” for personalized recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0924","US22_CO_R1","US22","CO","Q02","S01","What makes a content item “eligible” for recommendation? Answer in <=5 words.","","","","","","","","Pending"
"CLS0925","US22_CO_R1","US22","CO","Q03","S01","How is “popular content” determined for fallback recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0926","US22_CO_R1","US22","CO","Q04","S01","When a user disables interaction-history use, may declared interests still be used for personalization? Options: A) Yes, declared interests allowed B) No, fully non-personalized C) User chooses separately","","","","","","","","Pending"
"CLS0927","US22_CO_R1","US22","CO","Q05","S01","Should a user who disables history use still contribute their interaction history to other users’ similar-profile recommendations? Options: A) Yes B) No C) Separate privacy setting","","","","","","","","Pending"
"CLS0928","US22_CO_R2","US22","CO","Q01","S01","What minimum profile/history data qualifies as “sufficient history” for personalized similar-profile recommendations?","","","","","","","","Pending"
"CLS0929","US22_CO_R2","US22","CO","Q02","S01","What makes a content item “eligible” for recommendation beyond not being dismissed?","","","","","","","","Pending"
"CLS0930","US22_CO_R2","US22","CO","Q03","S01","How should “popular content” be determined for the insufficient-history fallback?","","","","","","","","Pending"
"CLS0931","US22_CO_R2","US22","CO","Q04","S01","When a user disables interaction-history use, may declared interests still be used for recommendations?","","","","","","","","Pending"
"CLS0932","US22_CO_R2","US22","CO","Q05","S01","What should the system return or display when no eligible recommendations are available?","","","","","","","","Pending"
"CLS0933","US22_CO_R2","US22","CO","Q06","S01","[NEEDS CLARIFICATION] What minimum profile/history data qualifies as “sufficient history” for personalized similar-profile recommendations?","","","","","","","","Pending"
"CLS0934","US22_CO_R2","US22","CO","Q07","S01","[NEEDS CLARIFICATION] What makes a content item “eligible” for recommendation beyond not being dismissed?","","","","","","","","Pending"
"CLS0935","US22_CO_R2","US22","CO","Q08","S01","[NEEDS CLARIFICATION] How should “popular content” be determined for the insufficient-history fallback?","","","","","","","","Pending"
"CLS0936","US22_CO_R2","US22","CO","Q09","S01","[NEEDS CLARIFICATION] When a user disables interaction-history use, may declared interests still be used for recommendations?","","","","","","","","Pending"
"CLS0937","US22_CO_R2","US22","CO","Q10","S01","[NEEDS CLARIFICATION] What should the system return or display when no eligible recommendations are available?","","","","","","","","Pending"
"CLS0938","US22_CO_R3","US22","CO","Q01","S01","What defines “sufficient profile and interaction history” for personalized recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0939","US22_CO_R3","US22","CO","Q02","S01","What makes content “eligible” for recommendation beyond not being dismissed? Answer in <=5 words.","","","","","","","","Pending"
"CLS0940","US22_CO_R3","US22","CO","Q03","S01","When interaction-history use is disabled, may declared interests still be used for recommendations? Options: A) Yes, interests allowed B) No, fallback only","","","","","","","","Pending"
"CLS0941","US22_CO_R3","US22","CO","Q04","S01","How should non-personalized popular content be determined? Answer in <=5 words.","","","","","","","","Pending"
"CLS0942","US22_CO_R3","US22","CO","Q05","S01","How should recommendation ranking ties be handled? Answer in <=5 words.","","","","","","","","Pending"
"CLS0943","US22_CO_R4","US22","CO","Q01","S01","What qualifies as “sufficient history” for personalized recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0944","US22_CO_R4","US22","CO","Q02","S01","How should recommendation ties be resolved when candidate items have equal rank? Answer in <=5 words.","","","","","","","","Pending"
"CLS0945","US22_CO_R4","US22","CO","Q03","S01","What makes content “eligible” for recommendation beyond not being dismissed? Answer in <=5 words.","","","","","","","","Pending"
"CLS0946","US22_CO_R4","US22","CO","Q04","S01","When all personalized and fallback candidates are unavailable, what should the user see? Answer in <=5 words.","","","","","","","","Pending"
"CLS0947","US22_CO_R4","US22","CO","Q05","S01","Does disabling interaction-history use exclude only the current user’s history, or also prevent their history from influencing other users’ recommendations? Answer in <=5 words.","","","","","","","","Pending"
"CLS0948","US22_CO_R5","US22","CO","Q01","S01","What threshold defines “sufficient history” for personalized recommendations?","","","","","","","","Pending"
"CLS0949","US22_CO_R5","US22","CO","Q02","S01","What makes a content item “eligible” for recommendation?","","","","","","","","Pending"
"CLS0950","US22_CO_R5","US22","CO","Q03","S01","How should similar-profile recommendations be ranked?","","","","","","","","Pending"
"CLS0951","US22_CO_R5","US22","CO","Q04","S01","How should “popular content” be determined for fallback recommendations?","","","","","","","","Pending"
"CLS0952","US22_CO_R5","US22","CO","Q05","S01","When interaction-history use is disabled, may declared interests still be used for recommendations?","","","","","","","","Pending"
"CLS0953","US22_CO_R5","US22","CO","Q06","S01","[NEEDS CLARIFICATION] What threshold defines “sufficient history” for personalized recommendations?","","","","","","","","Pending"
"CLS0954","US22_CO_R5","US22","CO","Q07","S01","[NEEDS CLARIFICATION] What makes a content item “eligible” for recommendation?","","","","","","","","Pending"
"CLS0955","US22_CO_R5","US22","CO","Q08","S01","[NEEDS CLARIFICATION] How should similar-profile recommendations be ranked?","","","","","","","","Pending"
"CLS0956","US22_CO_R5","US22","CO","Q09","S01","[NEEDS CLARIFICATION] How should “popular content” be determined for fallback recommendations?","","","","","","","","Pending"
"CLS0957","US22_CO_R5","US22","CO","Q10","S01","[NEEDS CLARIFICATION] When interaction-history use is disabled, may declared interests still be used for recommendations?","","","","","","","","Pending"
"CLS0958","US22_CS_R1","US22","CS","Q01","S01","What defines “sufficient profile and interaction history” for using personalized similar-profile recommendations?","","","","","","","","Pending"
"CLS0959","US22_CS_R1","US22","CS","Q02","S01","Which behavioral events from the Interaction History Service are eligible for similarity calculation: viewed, saved, positive feedback, or another defined subset?","","","","","","","","Pending"
"CLS0960","US22_CS_R1","US22","CS","Q03","S01","When a user disables interaction-history use, may declared interests still be used for personalization, or must all personalization be disabled?","","","","","","","","Pending"
"CLS0961","US22_CS_R1","US22","CS","Q04","S01","What determines “popular eligible content” for fallback recommendations?","","","","","","","","Pending"
"CLS0962","US22_CS_R1","US22","CS","Q05","S01","What should the system return or display when no eligible personalized or fallback recommendations are available?","","","","","","","","Pending"
"CLS0963","US22_CS_R1","US22","CS","Q06","S01","[NEEDS CLARIFICATION] What defines “sufficient profile and interaction history” for using personalized similar-profile recommendations?","","","","","","","","Pending"
"CLS0964","US22_CS_R1","US22","CS","Q07","S01","[NEEDS CLARIFICATION] Which behavioral events from the Interaction History Service are eligible for similarity calculation: viewed, saved, positive feedback, or another defined subset?","","","","","","","","Pending"
"CLS0965","US22_CS_R1","US22","CS","Q08","S01","[NEEDS CLARIFICATION] When a user disables interaction-history use, may declared interests still be used for personalization, or must all personalization be disabled?","","","","","","","","Pending"
"CLS0966","US22_CS_R1","US22","CS","Q09","S01","[NEEDS CLARIFICATION] What determines “popular eligible content” for fallback recommendations?","","","","","","","","Pending"
"CLS0967","US22_CS_R1","US22","CS","Q10","S01","[NEEDS CLARIFICATION] What should the system return or display when no eligible personalized or fallback recommendations are available?","","","","","","","","Pending"
"CLS0968","US22_CS_R2","US22","CS","Q01","S01","What threshold defines “sufficient profile and interaction history” for personalized recommendations?","","","","","","","","Pending"
"CLS0969","US22_CS_R2","US22","CS","Q02","S01","Which interaction event types from the Interaction History Service are eligible for similarity calculation?","","","","","","","","Pending"
"CLS0970","US22_CS_R2","US22","CS","Q03","S01","Should privacy settings of other users also exclude their profiles/interactions from similarity matching?","","","","","","","","Pending"
"CLS0971","US22_CS_R2","US22","CS","Q04","S01","What makes a catalog item “eligible” for recommendation beyond not being dismissed by the current user?","","","","","","","","Pending"
"CLS0972","US22_CS_R2","US22","CS","Q05","S01","How should the system respond when Profile Service, Interaction History Service, or Content Catalog data is unavailable?","","","","","","","","Pending"
"CLS0973","US22_CS_R2","US22","CS","Q06","S01","[NEEDS CLARIFICATION] What threshold defines “sufficient profile and interaction history” for personalized recommendations?","","","","","","","","Pending"
"CLS0974","US22_CS_R2","US22","CS","Q07","S01","[NEEDS CLARIFICATION] Which interaction event types from the Interaction History Service are eligible for similarity calculation?","","","","","","","","Pending"
